storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
2f5c5f3a-a6ae-4fb0-80b1-b77ce9ed7f29,The Candle,John burned his favorite candle before a date.,He was sure he would impress this girl.,She came over and noticed the smell.,She found it to be enchanting and was excited.,They fell in love then.
e7987d85-3971-453d-ba4d-313fbae75d01,The kitty,We had been in our new house about a week or two when he came.,We were talking in the living room with the windows open.,And we heard lots of meows and looked around.,The kitty had jumped up on his hind legs to look in the window.,We opened the door and he repaid us with pets and affection.
2550ecaa-c6ab-4ba2-b1f6-11e38a4f06db,Keeping Secrets,Tom was in a relationship.,His girlfriend thought he was too secretive.,Tom didn't want to change.,They fought over it a lot.,Tom kept his secrets and broke up with her.
241b7de4-8e73-4428-b267-faa54658c4f0,Loud Alarm,Tom moved in with his girlfriend.,She had trouble waking up.,She set different alarms at really loud volumes.,Tom was awoken several times.,It created a lot of problems in their relationship.
56dfc661-c9a9-429d-9290-5726d2d72239,First Broken Heart,Jane had never been in love before.,She got her first boyfriend.,It was in high school.,She thought she loved him but they broke up.,It took her a long time to get over it.
71c99069-21ba-4076-a9bc-3ae3e01bf4e7,New Boys,Trisha had a boyfriend.,She thought she was going to love him forever.,A new boy started in her class.,She fell in love with him.,She left her boyfriend.
b95728f5-584a-4848-9c7d-f9597921e32a,Crazy for Doctor Who,Annie and Mackenzie both love to watch Doctor Who.,Yesterday they planned to meet after work to watch it together.,The girls made spaghetti and garlic bread together.,Then they began watching their show.,It was nearly midnight when Makenzie left Annie's house.
9d18189f-a36b-4df0-9c1c-136ccaf48805,Still in love,Shawn and Maya began dating in high school.,He was 1 year older than Maya and she graduated in 92.,They were so in love and wanted to get married as soon as possible.,So when Maya graduated from high school Shawn proposed.,Maya said yes and they married in 2000 and are still in love in 2016.
56338b07-42d9-4589-963c-9e06d60895f6,The boyfriend,My roommate met a great guy with lots of romance.,He loved her and they had a good time together.,He was on disability but somehow made ends meet.,She was suspicious and started checking his messages.,He was scamming people looking for sex on craigslist for money.
67bed7a0-32fc-4f20-9f22-38ff7b7caec2,Ruined Dreams,Carrie thought she had a great singing voice.,She decided she would try out for a TV talent show.,She went up and sang her heart out in front of the judges.,"Unfortunately the judges didn't like her, and laughed her off stage.",Carrie was so embarrassed that she never sang again.
7f706206-28c5-43d5-9d5e-9c640ba3650e,The School Play,Lance had a crush on Becky since the third grade.,He had always been too shy to talk to her.,She was going to be the main actress in the school play.,Lance knew the lead male would get to share a kiss with Becky.,Lance got the part and Becky.
a41de1a7-81e7-48a4-a075-8f8c62459fa9,Fall,Fall is my favorite season.,I love the weather here in New England in the Fall.,There is always a nice cool breeze in the air.,The trees always look so pretty.,Best of all the fall flavors all come out.
fb86b75d-fbfd-4267-bcee-856f45105057,The Great Class,Dan was about to start in his modern art class.,He was a bit nervous because the topic seemed boring to him.,On his first day he was feeling very biased against the class.,"To his surprise, he ended up enjoying the subject from day one.","Soon, he had developed a huge passion for art."
bd416b85-94b3-4976-9908-3cd8d0239e96,No way is that happening,It had only been a few weeks at her job when Ann found love.,A cute manager had came up to her and asked her out.,They had been on numerous dates so far.,Ann was falling head over heels for him entirely.,But then she found out he was married and she had to dump him.
d81b0f25-b4a8-42fa-9ab7-62c324556463,Language Barrier,John wants to learn a new language.,He's not sure which one yet.,His friends suggests a few different languages but he doesn't know.,He meets a girl speaking french but he can't speak french.,He learns how to speak french and the two fall in love.
732f99b4-1344-4aff-8cac-79a5f2b7ef9a,Buying Love,Tom was divorced.,He had a son that he wanted to keep.,They were fighting for rights.,Tom thought he could buy his son's love with gifts.,It worked out pretty well.
8ea01248-09fd-4f9c-bb8c-d5a3e066ff15,The Adoption,My friend and I wanted to adopt a cat.,We decided our local animal shelter would be the best place to go.,"We wanted to adopt all of them but decided on one, a calico.",We brought her home and named her Sassy.,She is now part of our family and we love her!
a4cf0972-1fd9-4e71-8b8a-47846f3ea4b9,Love,Scott was in love with a beautiful girl.,He promised her the world.,She treated him well and he was loyal to her.,They grew old together.,They stayed together forever.
167bfe92-dcf2-4314-bec0-03246a7a529f,Life Insurance,Kevin worried about his family.,He got a bunch of life insurance.,He felt better knowing they would be cared for if he died.,"A week later, Kevin had a heart attack.",His wife was thankful he had made that choice.
9472c112-14c4-48ee-ab04-ec8a594ef0fc,Wendy's Gym,Wendy loved going to the gym every day.,She even paid for a two-year gym membership.,One day she went to the gym and it had closed its doors.,She was unable to get any of her money refunded.,Wendy was very unhappy with the gym she used to love.
5ca47420-c421-42fe-a939-03fb83d1004c,The Vicious Dog,Mark had a dog who he loved with all his heart.,He fed him daily and had no idea that the dog was vicious.,He found out one day when he got home and the police were there.,His dog had attacked five children and had to be put down.,Mark took the dog to the pound and they immediately put him to sleep.
91b50f72-314f-4230-a53d-92ed009aac97,Betrayal,Allie had been with Fred for awhile.,But one day she saw him kiss someone else.,Allie was horrified.,She decided to leave him.,She never looked back.
150a5f4a-76b2-4a72-a06b-ac547ddc56f2,The Move,Mimi fell in love with Al way before she saw his house.,His house was a 20 year old trailer that was falling apart and filthy.,Mimi tried to clean it up but Al was sentimental and a collector.,They both decided the trailer wouldn't make it long enough to retire.,So they decided to move and take the collectibles with them.
d3683bdd-bb79-46c1-ac42-eed7f3c26bb5,Remembering Sunday,Alex has been in love with a girl for years.,He broke her heart not that long ago.,"After realizing what he lost, he tried to find her.","He asked around, but he found out she moved away.",Alex became heartbroken for messing it up.
ee707a5a-c0ea-46cf-a750-e7a9b96a4d89,Potato Chips,I love to eat potato chips.,One day I was eating potato chips out of a bag.,When I was eating I noticed a competition entry on the bag.,It asks you to submit your flavor for a chance to win.,I'm still waiting for my cheeto flavor idea.
48458f04-774b-4751-9ee5-292bd444e1d2,Free samples.,I love walking down the food court.,There is all sorts of free samples.,You can have pretty much anything you want.,From pizza to chicken.,I wonder why people don't just eat the free samples and stop buying.
f668305b-5b32-4e74-967f-c4adb618460c,Fairy tale love,Caroline didn't believe in fairy tales.,She was practical in everything she accomplished.,"When she met Joe, it was love at first sight, and she didn't trust it.",She told him it wasn't true as no one could love so fast.,But as time went by she had to change her mind as it was true.
33d88fa3-04f1-47af-a6fe-895ec1f8fa17,Rescuing Rats,"I like all animals, but I especially love rats.",They're very smart and affectionate and love to engage with humans.,So when I was given the chance to adopt some I took it!,We had to drive several towns over to pick up the pair of brothers.,A lot of work went into socializing them but they're model ratties now!
17a3964a-e0cd-47c3-a444-8266fd56af99,The Break Up,Tom didn't trust his girlfriend.,It caused problems in their relationship.,They tried to work it out but it didn't work.,Tom decided to break up with her.,It was messy but for the best.
d53d72e9-1cb6-4657-bf3b-c82dff464513,Playing Golf,Bill was excited to play in his first tournament.,He had practiced everyday for years to become competitive.,He warmed up on the range and hit some putts on the putting green.,Bill teed off for his round and played his heart out.,At the completion of the round Bill was in the top ten!
ca5edf55-85dd-42f3-add7-e4c3f3d5b9ed,Not just chopsticks,Lottie enjoyed playing classical instruments.,Her favourite was the piano.,"She was so good at piano, that she wrote her own music for it.",This piece became a huge success in the classical music world.,Lottie was glad she could spread her love of piano to others.
273b2583-e72d-41ba-a8d7-05000a1783aa,True Love is Expensive,Jeff fell in love with his girlfriend.,He even moved from Chicago to New York City for her.,He realized quickly how much more expensive New York is than Chicago.,Jeff was forced to get a second job to afford living there.,He was surprised at the things he'll do for true love.
90079b7a-bbf7-4339-92be-032bb08a4ed4,He never called,Ann had been with Fred for a few months.,She was getting irritated with their relationship however.,He told her today he would call her and he never did.,Ann felt very betrayed and had enough of him.,The next day she saw him they ended up breaking up.
774249a9-be26-4e27-9f3b-835a08d44014,OCD and pets,Anna was a very tidy person.,Her pet dog was not very good at being tidy.,"One day, her dog completely destroyed Anna's apartment.",Anna returned to broken dishes and glasses.,Her love for her dog overcame her need for tidiness.
86fe5337-46b6-4091-a451-48384ef09e90,Skip's New Little Brother,Skip was a single man with a good job and lots of friends.,Sometimes he felt guilty that he had so much and wanted to give back.,He made a visit to the Big Brothers charitable organization.,They paired him with an underprivileged boy who needed a role model.,Skip and the boy both got a great deal out of their new relationship.
05ab595c-e0cb-4708-b3db-06a3c580d238,Love to a Boy,Bill watched a new TV show on his favorite channel.,"Though he liked adventure cartoons, this was a romance story.",He thought the story was disgusting.,He said he was never going to fall in love.,His mother laughed at him and told him to be open-minded.
8e180680-2056-48b5-a514-748852b40555,Long distance relationships,Sam and Jane had been married for a year now.,They both stayed in different places due to work.,They soon grew apart from each other both emotionally and physically.,"One day, Sam met another woman in his city and fell in love.",Sam and Jane realized that the distance had killed their relationship.
ca8bc262-b460-4710-b22a-0a58dd107437,Dancing Together Forever,Mimi and Bill met in high school.,They both loved dancing and would often go out together.,After a short time they fell in love and got married.,On their wedding day they danced for hours.,Even after 50 years they still dance every week.
ef612d51-529b-4694-b4dd-66ea25e82223,Can't,She knew she couldn't do this anymore.,She had given him everything inside of her.,"She sat down wearily, wanting to just give up.",She decided she needed to tell him.,She would end the relationship today.
c96c5fbd-857d-47b8-b3e2-471a4b310496,Love of Soda,"Maybe frequently drank soda, she considered it part of her.","She would drink at least 5 drinker per day, orange soda was the flavor.",One day while she was trying to eat corn all her teeth fell out.,She went to the dentist and they informed her the bad news.,Due to her love of soda she would need a fake set.
9c66f68e-454d-492f-b2f9-01d6cac8171c,Swimming,Today I went swimming.,I love to swim.,The water was very cold.,The water made my teeth chatter.,"The water was so cold, I had to get out."
64b00581-390f-49bd-9c45-84328bafd708,Ruined Toy,Glenn bought his cats a feather toy.,The cats seemed to love when Glenn played with them with the toy.,"Eventually, though, they stole it and hid under the bed with it.","When Glenn finally retrieved the toy, the cats had torn it apart.",He had to get them a new one the next day.
92fc8c64-ba9f-40c6-999a-3b694f0ae790,Jefferson Outing,Every weekend the Jefferson's go to the park.,They love cooking hotdogs and hamburgers at the park.,"Once, they had over 200 people at their barbecue!","Sadly, Mr Jefferson had a heart attack and passed away.",Every year the Jefferson's have a barbecue to remember him.
ec6e3b20-3574-4d68-845c-a367179e6005,The Federal Crime,Aaron met a Mexican girl and they fell in love.,She told him she could make him rich by selling weed.,She showed him a secret route across the US - Mexican border.,He bought five pounds of weed for seven hundred dollars.,On the way back he was stopped by police and charged with a crime.
e5bfe06e-ef78-4a39-ad40-362f0715f5a9,Photos,My sister-in-law V love's photos.,She prefers actual hard copies.,She handed out photos at the last family party.,A lot of the younger people found this amusing.,They were used to having photos on their phones.
d77e91d3-0f34-4486-ac2e-3416db28cf37,Hunting,Jake and Zack love to hunt.,"Usually, they go together and during deer season.","One year, Zack spotted a huge deer and he shot at it.",They deer appeared to fall over but was nowhere to be found!,They decided that the deer was smarter than them and they went home.
a0f3e7f0-ef95-43ad-9525-759c0ca2b4a1,Addicted.,I fell in love with a Special Forces soldier who looked perfect.,He could lift hundreds of pounds and run miles with 100 rucksacks.,But he was addicted to pornography.,He preferred pornography to having actual sex with me.,Pornography ruined our relationship.
36709660-4d8e-46ef-84a9-8536c39e2190,New Puppy,One day I woke up and wanted a new puppy.,I researched puppies for adoption in my city.,I found a great match and went to visit her at her rescue group.,I fell in love immediately!,"Now, I have a five month old puppy who runs the house!"
869b4b61-649b-403e-8058-e804ad0a7116,The Music Lover,"Lindsay loves music, especially concerts.","She worked a boring job, but it paid for concert tickets.","One day, Lindsay saw there was a job opening at a radio station.","She didn't have experience, but she emphasized her love of music.",Lindsay got the job and is now paid to watch concerts!
cfeadc6c-fae7-471c-bc50-b942bed3991d,The Customer,The customer walked into the grand opening of a store.,The new store had a huge variety of products.,While browsing through the store the customer purchased many items.,The customer fell in love with the new store.,He decided to apply for a job there to be there more often.
23efbd45-7278-4f7f-9010-2cccb7984848,Exciting New Book,Tim loved reading books.,He made a new friend with a similar passion.,They had several great recommendations for each other.,Tim had an exciting new book to read every month.,Their friendship stays strong to this day because of reading.
ccc8f623-cb09-4ab2-b9f2-fceac2604880,Love,Christopher met a new girl at his job.,He asked her out on a date.,Christopher fell in love with the new girl.,Christopher proposed to the new girl after 6 months.,The new girl accepted the proposal.
513b022d-dd39-4fd6-9c96-0eee241840f1,Bruises 2,The bruises took forever to heal.,She told herself she was just a bad girl.,She knew in her heart she didn't deserve the pain.,She didn't have the strength to run away.,She prayed for help with her dilemma.
a6cebac4-b343-4291-a5f2-6b177da51895,wedding,I love attending weddings.,It was my auntie's wedding when i was invited to become bride's maid.,I am so excited to try my gown but when i wear it it was tight.,So lucky one bridesmaid is not attending and her gown fits with me.,So i ended up wearing that beautiful gown stunning as always.
99d0f0d7-8226-4d23-acc2-81af06ab7e24,The Jerk,Belinda was a sophomore in college but she was twenty-four-years-old.,She invited her study group to her house to work on a project.,They carpooled to Belinda's house and walked inside.,"Her husband took off his belt, belted her legs, and fussed.","He made her clean and said, we have a creative relationship."
f60619fb-ebdd-4610-8a0f-1240b56db7f4,Kittens,I was driving down the road on a very rainy day.,"Before my eyes, I saw two kittens near the road.",I jumped out of the car and grabbed them.,"I took them home, and started taking great care of them.","Two years later, they are healthy, happy cats that I love dearly."
f2887816-95cf-4ec5-adae-f298cfc23893,Shoplifting,Andrea was at the mall with her friends.,She saw a soft hooded sweatshirt that she fell in love with.,She didn't have much money and thought about stealing it.,"In the dressing room, she ripped off the tags.",Then she tucked it away and hurried out of the mall.
d0572ac4-bc75-42cb-b7bb-d6435aad2288,Polly Loves Reading Amish Romance Novels,Polly was always fascinated with the Amish way of life.,"One day, Polly became excited when she visited the local library.",The library had begun carrying a large line of Amish romance novels.,Polly checked out three of the books and had fun reading them.,She plans to check out two or three of these books each week.
71a086e0-ca3b-48c0-8c39-19dd36a145b3,The Date Choice,Tally was a very popular girl.,She had been asked to the prom by two different boys.,As prom grew closer she knew she needed to pick one.,She debated long and hard but in her heart she knew who she wanted.,She picked the boy she really liked and they had a great time.
33d4d4f8-17b0-4fa1-ba52-11be584ee9cc,Heartbroken,Tracy and Hayden were dating for 18 months.,They had a really good relationship and she loved him a lot.,But one day out of the blue Hayden broke up with Tracy.,She was very heartbroken and didn't understand why.,Tracy was so heartbroken she hasn't dated in 3 years.
5d897974-582d-4326-83ea-9510205d7940,Harbom,Harland Harbom wanted to learn woodworking.,He went down to the community college to register for classes.,"Along the way he saw a beautiful woman, and invited her for drinks.","They talked for hours about life, love, and the universe.","Harland never learned to work wood, but that day he did learn to love."
3324548b-b0d0-480f-a517-ad077fc628a0,A Problem With the Washing Machine,Sally knew that something was wrong with the washing machine.,Her clothes were still full of soap after the final rinse.,"Annoyed, Sally rinsed everything by hand in the bathtub.","Later, her husband admitted to turning off the cold water connection.",The hose was leaking and he forgot to tell her.
c34ff92e-9018-4346-8e4a-08b50552bb45,Farm raised,Becky was staying with her grandfather on his farm for the summer.,There was no internet and Becky was bored out of her mind.,"One day, her grandfather showed her how to make homemade ice cream.","After a few weeks, Becky had fallen in love with home cooked meals.",Becky visited her grandfather's farm every summer afterwards.
d7115685-452c-4380-8426-46d3e117a950,Headphones,I bought my headphones earlier this year.,They are made by Audio Technica.,I ordered them from Amazon.,They shipped very fast.,"As soon as I took them out of the box, I was in love."
c17c50d6-a417-4ce3-b2ca-f40c4d2be462,Big lie,Matt didn't know how to get out of an intricate lie he was in.,"He could come clean, but it would destroy his relationship.","As he was reluctant to lose everything, he waited.",Until the whole affair exploded.,The lie got discovered and he his wife left him.
fbbd425e-29b3-4fdb-bda6-c38fc85f0211,The Break Up,Samantha was at the pool with her boyfriend.,She noticed him checking out all of the bikini-clad girls.,She was sick of his behavior and wanted to break up.,The two began fighting and he tried to stop her.,"It was no use though, and she left the pool and his heart that day."
d24b0ad3-b85a-4549-bb1f-0100e21223b4,Late Train,Tim was on his way to a date.,He was nervous about it.,The train he took was delayed.,Tim didn't have any service to call his date.,She left heart broken.
a8ff1714-ca10-41ea-a168-e1b1e7b38b01,Needs,I found that my son had multiple special needs.,He required constant supervision and treatment.,"I loved him with all my heart, but I felt trapped.",We moved from Fort Smith to Memphis for better treatment.,I was focused only on helping my son.
59ed4a22-28f5-4bc3-8baa-8045a3984070,Flumpty,Flumpty Bumpty had a dream to become a trombone player.,The problem was that Flumpty had no money.,"Trombones being expensive and all, Flumpty hatched a plan.",He decided to construct his own trombone.,"In the process, he came to love metalwork more than music."
a4b23e2f-01d0-474d-a88c-0ee8e21976b9,Ferris Wheel,Tim was out on a date.,They went to the carnival.,Tim took her on the ferris wheel.,Tim tried to get his first kiss there.,It worked wonderfully.
33b08d3e-eb6c-4605-9100-282cf042e8ad,inspiration,When i was a teenager i was too fat because i love to eat.,Until i saw this one guy and i fell in love.,I made him my inspiration to have proper diet so he could noticed me.,So i had my diet and proper exercise.,Then i realized you can do anything if you have inspiration for it.
2f56590a-b442-47b2-bf10-746522b6ce5c,potato fries,I love eating junk foods although it not good in our health.,But i can't resist eating those especially potato fries.,One day i bought 1 pound of potato fries and eat all of it.,"Then, i was rushed to the hospital because of too much potato fries.","Since then, i always check my proper diet."
22329109-b79c-4c27-9396-7e6534d27143,Valentine's Day Surprise,I wanted to surprise my husband for Valentine's Day.,"After lots of practice, I learned how to cook his favorite meal.",I made a CD of his favorite music to play during dinner.,I decorated the dining room with roses and candles for the special day.,"When I served dinner, he was very surprised and gave me a loving kiss."
f69e33ed-23aa-4f08-a3bf-ff0f3015e449,Treasure Hunter,I've been an avid rock hound my entire life.,It was thrilling to go rock hunting at a crystal mine.,"With my pick and brush, I started exploring the stone.",A dusty bit of purple appeared and my heart raced.,Beneath my fingers emerged a crystal of amethyst!
ac2d58c3-fbe2-47e3-94ad-84ee0dc0ede9,Colin's Decision Proves Problematic,Colin broke up with his girlfriend when he moved to Minnesota.,He didn't want to have a long-distance relationship.,He also felt that it was time for them to date other people.,"However, Colin soon realized that he missed Barb terribly.",He regrets his decision and plans to move back home.
c7a5931a-b555-499a-b766-921327bff921,Long Distance,Jane had a boyfriend she met online.,They had a long distance relationship for over a year.,They finally were able to move in together.,It was much worse in person.,Jane was dumped shortly after.
f43f175e-f013-4762-8ab0-9e0a9dff87c4,Positive image,Steven was very embarrassed by his appearance.,He had very large teeth.,It took him many years to come to terms with his own body.,"As soon as he learned to love himself, he found his soul mate.",He now campaigns for positive body image representation in the media.
b53bfa23-8932-43a6-923b-45a8e2546ff3,Stranger in the bed,"Milda was married to her husband, Bob for twenty years.",They loved each other and took very good care of one another.,They often honeymooned just to do it because of their love.,One day in the middle of the night Milda woke up screaming in horror.,She suddenly couldn't recognize her husband and said he was a stranger.
5ff30469-cb55-4326-b45b-7688b03b550f,The Almost Disaster,Bob love to eat steak.,He wants to get steak for an upcoming barbeque.,He went to the store but he couldn't find any steak.,He continued searching but he still didn't find any steak.,His son brought enough steak for everyone for the barbeque.
b6e0bc43-3413-49c1-8739-b07babe5bd8f,Creepy Woman,Martin was talking to a woman on the plane.,She said she was from Alaska.,Martin said he would love to go someday.,She invited him to her cabin in Fairbanks.,Martin thought the woman suddenly became very creepy.
8929088b-b34d-4b64-a33e-76177768ffc2,Acting Award,"Zoey was a talented, hardworking actress.","She had never won an award, though.","In her next movie, she poured her heart and soul into her role.","At a following awards ceremony, she was announced as a winner!","She gave a tearful, thankful acceptance speech."
77a05189-aaaf-4bb1-99c7-1e872a1d7f3d,True love,A single woman dreamed of one day having a husband.,So the single woman put an ad on Craigslist seeking a relationship.,The single woman got an email message from a young man.,The young man sent a picture that she found attractive.,She and the young man went on to date and eventually got married.
e8e990cf-1f80-4712-a28f-9996f60e1b62,How do you spell broccoli,"It takes a lot to make a stew, so Mark added ingredients.","He added some broccoli, but his childhood sweetheart said no.","Nobody liked broccoli, so he screamed why don't you like it!",They said because they were lactose intolerant.,Mark informed them that it wasn't dairy you idiots.
63b8116c-d5c4-42a7-90dd-8471b11ece46,New House,Trina had always wanted to buy her own house.,Renting an apartment in her city was very expensive.,"On a whim, she went to an open house.",She fell in love with the new house and hurried to find a realtor.,It only took three weeks and the new house was her's.
c594c82e-1e16-442d-9e92-751f02ba7817,The Orphan,Timmy's parents died last year leaving him homeless.,He had been taken in by the state but he ran away.,Timmy had been living on the streets when Anne met him.,"Anne was a lonely, rich widow looking for someone to love.","After some doing, Anne legally adopted Timmy."
53a1495d-bcef-4c4d-add5-07c2079f4cfc,Poem for Shelly,Shelly was sad because no one ever wrote her a poem.,Bill felt bad for Shelly.,Bill went home and spent all night writing a poem for Shelly.,The next day he gave her the poem.,Now Bill and Shelly are in love.
b3e2b5ff-9e3c-4e8a-8094-3f487ad15e86,Bacon,Tim loved bacon.,So he added it to every meal he ate.,But he began to feel pain in his heart.,And his doctor told him he had to change his diet.,But Tim's bacon obsession was too deep.
72750bff-1403-4969-978e-1e23a73f286e,Small Following,Tom was in a band.,They had very few fans.,They tried to hold a show.,Half a dozen people showed up.,Tom's band still played their heart out.
eca4cfcf-8b05-48d3-98f9-77b11cb7b2de,Buying watches,"After getting a nice check, I decided to start collecting watches.",I bought four watches on amazon.,They were all under $40 and they all looked great!,People look at me and wonder what brands I am wearing.,"Most of them I don't know, but I love wearing them."
e3e4da97-fa2f-4c40-b1cf-cb7d359e117a,New Best Friend,Terri was heartbroken when the dog she'd had since childhood died.,In her grief she vowed never to own another dog.,"But soon she started dating Dan, who had a beloved dog of his own.","She was worried, but the moment she met Ruby she loved her.","She would never forget her dog, but now knew she could love another."
95e3e43a-940b-4d7e-b359-20b77e1308a7,Unexpected Adoption,Izzy went to the pet store.,She looked at all the cute cats for adoption.,She fell in love with a orange tabby named Butters.,Izzy decided to adopt Butters.,"They went home together, happy as can be."
4e4b2ece-182e-4eed-baad-177d9ac39c6e,Bad Blind Date,Tom had been single for a while.,His friends set him up on a blind date.,Tom reluctantly agreed.,It went worse than he could have expected.,Tom hated her with a deep passion.
c612d40e-c5ab-4c9c-9761-54d132dd030f,Math Nerd,Katie was really bad at math.,One day she asked her best friend Tom to tutor her.,She practiced everyday and grew to love math.,She earned all A's.,She got better grades than Tom and tutored him the next yea.
3ec2206c-2316-4028-a03d-131ed4a0339b,The Kiss,Ollie was playing outside on his bike.,Suddenly he fell and scraped his knee.,He searched out his mom who comforted him.,Then he asked for a kiss to make his knee better.,His mom kissed the injury and he did feel a little bit better.
9d6209ba-9145-4543-9410-df68a5c86e95,Asking to be his girlfriend,Fred had been going out with Suzy for a long time.,He thought it was time to make it a relationship.,He pulled her aside after class and asked her.,She said yes.,Fred was so happy that he went and told his friends.
3820a2f6-4913-45a9-ab7f-fea467d0cf43,Meeting the parents,Susie had been in a relationship with Lewis for awhile.,Lewis wanted Susie to meet his parents.,She was rather nervous because she was not ready.,But when she met them they were not that bad.,They welcomed her with open arms.
558a1d2a-6485-41b5-a5ab-5c0b1a226807,make over,"I was in college when there's this guy that was tall,dark and handsome.",It's not just a simple attraction but i guess i'm in loved.,So i decided to change my looks for him to notice me.,I straighten my hair and dye it and i had my haircut.,Then he noticed me but i found out that he is in a relationship.
64ca22b2-8c6b-4b74-ae47-50304d0642c3,Ugly Glasses,Kate had a pair of ugly sunglasses.,She thought she looked great in them.,Nobody had the heart to tell her.,Finally one day a drunk friend made fun of her.,Kate never wore them again.
a4918667-7018-4420-8fb1-29232eace8f5,First Kiss,Tim had never had a kiss.,He tried to kiss a girl he liked.,It was awkward and strange.,Tim tried again.,After a while they started dating.
3c2f792c-daed-490b-bd53-932d8afaba65,Sixteen,Larissa was celebrating her sixteenth birthday.,She asked her daddy for a car.,Her bought her some jewelry instead.,Larissa wasn't happy and threw a tantrum.,Her aunt told her she was still a baby at heart.
4ab1e785-5b43-488a-b323-8d10359c3977,A Parrot,Lucy decided to buy a parrot.,She went to a pet store.,She chose one she really liked.,He sat on her arm and said Hi.,She fell in love with this one.
c3a69743-8e4e-4111-88bf-f5a671c558b8,The Missing Neighbor,Nelly hadn't seen her elderly neighbor all week.,Usually she would be out in her garden working.,When so much time had passed Nelly called the police.,Then she learned that her neighbor had had a heart attack.,Luckily the woman would be okay in a few weeks.
1739b99e-6263-4967-9288-25bf411ea1a6,pets,I love having pets.,"When i was in grade school, i had hamster.","But they all died,so i decided to replace it with guinea pig.",But they also died so i decided to replace it with a puppy.,And now my dog is now more than two years old and healthy.
791e9132-1085-472f-a3c6-fcdd9ccd155e,Kiera,Keira came to us from Russia.,We purchased her from a reputable breeder.,She showed up with beautiful grey fur and brown eyes.,We fell in love with her instantly.,We gave her a Russian name that we liked.
54936518-13a8-44d0-84a9-69e1d206ee24,The Step Momma,I met my step son when he was 4 years old.,I fell in love with him at first sight.,It took him a while longer to warm up to me.,I remember talking him for a walk and trying to hold his hand.,He let me know right away I was not the momma.
9bd339b2-ed3f-4919-9da0-d2f770ea4eac,Stray,Will came home one day after work.,There was a stray cat lounging by his front door.,Will brought the cat a bowl of milk.,"The next day, the same thing happened with the cat.",Will decided to keep the cat and love it as his pet!
c9877f86-0808-43c4-b747-2f441cba2ab2,Not the Same,He wasn't who I thought he would be.,"Instead of healing my heart, he broke it further.",He spoke cruel words every day.,He abused me and made me feel worthless.,I began to wish I wasn't alive.
2db9fca5-305d-43b3-8863-426bd09d24e4,Candy,She was addicted to candy.,She saw it as a source of love.,She was always eating it.,She asked for a gift card to a candy store.,She received 3 that year.
73a2faa4-4965-43fc-8a02-9fc7f5545efc,A slight mix up,Vicky's dad died of heart attack earlier this week.,His body was taken to a mortuary and they began to plan his funeral.,The mortuary called her mom saying there'd been a slight mix up.,Someone at the mortuary had accidentally cremated her dad's body.,Vicky's mom became highly upset upon hearing the news.
1ed4d0c8-868f-403a-a18e-b1fe8b26a511,Cheating Ways,Bradley decided to ask Tonya to marry him over dinner.,He bought her an expensive gold diamond ring.,"Excitedly, he left work early and headed home.",Bradley heard strange noises coming from the bedroom.,"When he opened the door, his heart sank to floor and so did the ring."
67478d5c-f972-44ee-a83e-efc7629056b3,VolleyBall,Volleyball season was back and Amie was hopeful she would play.,"Last season, Amie was pretty bad at volleyball.",Her coach kept her on the sidelines.,"During the off season, she practiced her heart out.",The coach saw her improvements and let her play.
f078aee0-cf18-442f-8ff0-f3411c569e6c,Dotard,Burning was a dota player.,He knew in his heart that he could not win.,"He never gave up, despite loss after loss.","After years of grueling training, he finally won one single game.",And on that day he died.
af2e13e2-45a1-4e94-8517-4b455480af11,Love,Love is elusive to me.,I cannot remember the last time I felt it for a woman.,I thought I could have started a relationship with Lisa.,Lisa turned out to put me on the backburner multiple times.,She later revealed she got back with her boyfriend.
78bebd9f-8f49-40ff-828a-ceae87f54b69,Drum,Drumbo Rumbo was a drum player in a metal band.,His dream was always to play Jazz drums instead.,One day he saw an ad for auditions and took a chance.,"At the audition he couldn't keep time, and messed up a lot.",The band still accepted him because of his passion.
2dd40226-265f-43dc-93ed-1e78c8dd745a,Expelled,Nina was a student at a nice university.,She was doing well but had one bad secret.,She and her professor were having a relationship.,Her headmaster found out one day and was so angry.,Nina was expelled from school which left her shocked.
ba28c3f2-0426-4174-a292-58001d5ea452,Flirt,My coworker Jim is married.,He flirts as a joke.,"Today he asked if he could kiss his boss, who is beautiful.",She offered to punch him in the face.,"They laughed, as they were both joking."
16972624-6a30-48aa-8bbb-cbc7258e4e90,The Tie,Peter's birthday was approaching.,His daughter wanted to get him a tie.,She picked out a very bold print.,Peter didn't like it but he didn't have the heart to say so.,He wore it often to make her feel good.
3c46fa7d-ec17-4ac6-9653-c81f19927470,Single Susan,Susan had been in a relationship with her boyfriend for five years.,Susan met another young man while attending college.,Susan cheated on her boyfriend with the new young man.,Susan's boyfriend found out and dumped her.,Now Susan was single and crying herself to sleep.
e1de84f7-08b6-4365-be69-966b05cadfb3,Practice,Truman loved to play the trombone.,"Unfortunately, Truman did not love to practice.",He had to get ready for an audition to play in a great band.,Truman's parents and teachers reminded him to practice every day.,He played very well for his audition.
