storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
099e6544-354a-4986-b4df-c37ba5159f0e,Love,Anna's husband broke her heart when they divorced.,For years she refused to even date anyone else.,Then gradually she softened and started seeing someone new.,Soon she had to admit the truth to herself.,Anna had fallen in love with her new beau!
c4f7a295-e454-43ad-aca8-e4b2947a08c5,Surprise,Anna married the love of her life.,"He made very little money, but she didn't care.","After the wedding, he pulled out two tickets.",He had saved all year to surprise her with them.,They were honeymoon tickets - to Hawaii!
c322478c-226e-4a0b-afc5-b64d4281ae7a,Italian Inn,Dan and Lana went to an Italian restaurant on their first date.,They eventually got married.,For many years they returned to the Italian restaurant to dine.,"After 30 years they were still married, but the restaurant closed.","They were sad that the restaurant closed, but they had fond memories."
66f74e3d-b938-454b-83fd-d523e68df6a6,Meet again.,Jack met Sally in elementary school.,They attended school until high school and were friends.,After college they lost touch.,Thirty years later by chance they met up again and started dating.,One year after they came back together they got married.
518343b8-161b-44c6-a6b8-5082756e430c,Zumba Class,Bruce started dating this girl Sara.,Sara was really into fitness and Bruce was not.,She convinced Bruce to do a Zumba class with her.,At first Bruce was reluctant but went anyway.,After Bruce felt good and energized so he signed up for another class.
d19a3897-c6e4-4462-9427-842968a1ceec,Tina's Pregnancy,Tina and her husband have been married for several years.,They recently decided it was time to start a family.,They tried for months to get pregnant.,"After a year, Tina finally found out she was pregnant.",Tina is now preparing to tell her family the pregnancy news.
854ba3fd-404f-45a5-8b10-970dde6c116e,Bad makeup job,Lucy was getting married.,She hired a woman to help with her makeup.,When she got it done though it looked terrible.,Lucy did not want to wear it like that.,So she fired her.
77043de0-e391-4dfd-a554-75571d3a4f99,I want a divorce,It was late at night and rose had not seen her husband in weeks.,She called him numerous times but he never picked up.,She was worried.,Finally he came home and admitted cheating.,Rose then called for a divorce.
9df4f497-2970-421a-b79b-bdad4e2889df,The other girlfriend,Allie had been with Fred for three years.,She loved him.,She thought they would get married.,But one day she saw him kissing another girl.,Allie was so upset that she dumped him.
b99d230e-fe89-4d98-87fd-85fa5a01ed6c,Forgetting the time,It was Kelli's wedding.,She was going to marry her boyfriend of three years.,But her makeup was taking a long time.,Before she knew it she was an hour late.,By the time she walked down the aisle her friends were furious.
202c3cbb-5df3-45f6-bff0-1ca5efa5ae59,Family Heirloom,"When Wendy's friend got married, she had a perfect accessory for her.","Something old, borrowed, and blue in one were her heirloom earrings.","Vintage jewelry was high style, and the bride was excited by the loan.",Seeing her grandmother's blue earrings on the big day was emotional.,Wendy knew her grandmother lived on through sharing their beauty.
e32928cf-adb6-4aa0-8b29-65600f4aedda,The argument,Helen and Mike were married for over a year.,They used to be a happy couple but they had been arguing a lot lately.,"After one of their heated arguments, Helen stormed out of the house.","Upset and crying, she jumped into her car and was involved in a wreck.",Helen has been in a coma ever since and Mike has rarely left her side.
24266a63-a811-45be-a622-bad0c26f2a9b,Eternal love,Emma and Eugene were married for seventy years.,Both were gravely ill and celebrated their anniversary in a hospital.,Doctors told their large family that the couple had a few days left.,The family had Emma and Eugene moved into the same hospital room.,The elderly couple passed away that night holding hands.
682d1034-157a-45ef-8196-252d388cc6b6,Cold Feet,Louise was about to get married.,She was all dressed and waiting for the music to start.,Suddenly she began to feel incredibly nervous.,"Luckily, her bridesmaid noticed and came to comfort her.","With a little pep talk, Louise new she was just being silly."
990921b4-5745-4822-bd4b-4f099b49299d,A New Boyfriend,Dawn was dating a new guy.,Dawn thought that he had odd habits.,Dawn's cousin knew the guy.,Her cousin said that he was a drug dealer.,Dawn stopped seeing the guy.
7cbbdf72-be94-4c06-8478-d3952e486488,Granny and Earl's Love,One day granny met a 22 year old man named earl and fell in love.,And Earl fell in love with granny.,Granny and Earl's friends told them she was too old for Earl.,"However, granny and Earl didn't care about age and decided to marry.",Granny and Earl got married and lived happily ever after.
630d2d6c-50f6-4704-8d02-8ab7399711f8,Divorce,Ally divorced Jim.,She remarried two years later.,She felt bad for her daughter.,She took her daughter to the park.,Ally said she was sorry for making it hard on her.
cb830d89-4b07-4cda-86fd-7ec9612c858a,The Wedding,Larry and Michelle were getting married.,They asked a friend to perform the ceremony.,The friend went online and got a license to wed the two.,The ceremony was unique and wonderful.,They definitely won't be forgetting it anytime soon!
976ef37d-8d25-43e0-830d-f481c9ee36a6,Big Day,Max and Lana's big day was coming up.,They were getting married in two days.,Lana was very stressed out and Max was nervous.,They ran around nonstop attending to last minute details.,When the time came they had the most wonderful wedding.
61f45022-5a6d-4566-8e7e-a84a804d7063,Date night,Keith met a girl on an online dating website.,They agreed to meet up for a movie date.,Keith went to the theater to meet his date.,He waited for an hour but no one showed.,Keith was embarrassed that he was stood up.
26cbfddc-edb9-4af3-aac3-d871b6108332,Wondering,He sent me a message when I joined Facebook.,He asked if I was single or married.,"Knowing I was taken, he still asked to meet me.",He even wanted to come to my house.,"I quickly refused his advances,"
3b9d8faa-56e2-4fc8-8c9f-c45d5b44cf91,Marriage Proposal,Julie and Mike have been dating for five years.,"One day,they were out at lunch.",Mike decided to take Julie shopping.,He took her to a jewelry store.,While at the jewelry store he popped the question.
1ae2718d-074a-4f25-8620-a50db371baf1,Aisle Five,I went to the grocery store on Sunday morning.,There was a cute guy stocking canned goods in aisle five.,He said hello and we started talking.,He asked me out for coffee Sunday afternoon.,We have been dating ever since we met that Sunday morning.
1f6164a7-b780-4aab-98f2-1fd854d5afda,Single parent,Jared found himself with his two small kids after his divorce.,He was tired and had to work.,He hired a nanny to take care of the kids during the day.,But every weekends his kids wanted to play.,He took care of them but he couldn't rest.
3e235d70-6e00-4e0c-8508-bbcfaf60b556,Shy girl,Alice was extremely shy and never dated anyone.,When Xavier saw her he still thought she was very pretty.,He approached her with a confident swag.,But Alice recoiled afraid by his outburst.,Xavier changed tactic and tamed the shy Alice overtime.
f783ded1-8294-476a-8908-f888757396f8,Adam and Eve,Adam had married Eve.,People always loved to make jokes about that.,"Adam didn't mind, but Eve didn't like the attention.","To stop more jokes, Eve changed her name to Alice.","And when the jokes stopped, they finally enjoyed their time together."
fbf77c3c-9987-41eb-bcdd-748c59a45e8d,Jeff gets married,Jeff has been dating his girl for 3 years.,He decided it was time they get married.,He asks his girl to get married.,She says yes.,They get married.
1217a0d2-438a-4d1e-9099-a0840ce60162,Skip gets divorced,Skip is has a miserable marriage.,He asks his wife for a divorce.,She agrees.,They both sign divorce papers.,Skip is finally divorced from his wife.
15f05d0a-effb-4ba2-8d47-b6c0d4e86aea,Antonia gets married,Antonia has been with her man for 10 years.,They have not yet married.,Then one day her man proposes to her.,Antonia says yes.,Antonia finally gets married.
92adaae0-3c6f-4c12-a962-a915f4ca249f,Randy gets married,Randy is unhappy.,He sets out to look for a wife.,He finds a woman in the bar.,He falls in love with her.,He marries her and lives happily  ever after.
94bdb41d-f501-46e8-b0fb-e99dbb3e0c6d,Freda's heartbreak,Freda is married.,Freda has never been more happy in life.,Until one day her husband tells her he has had enough.,He asks for a divorce.,Freda and her husband get divorced.
c70ed039-4b5d-408f-9566-cbf3ef5358b4,Larry finds love,Larry has always been single.,He has always wanted that special someone.,He heads to the bar to find a lady.,He finds a woman.,He falls in love and marries her.
6b9b1157-8940-46b6-b896-9a4a49754ebd,Single girl,Diann was a single woman with no kids.,Her family really wanted her to get married.,She wasn't dating and was busy with work.,Diann finally told her parents to back off.,She was happy and living a fulfilled life.
cc723fcf-16a1-4536-b85e-a1be77db9b77,Wedding day,Kat is getting married to her fiance very soon.,The stress of the wedding is overwhelming.,Her mom is going crazy with preparation and it's too much.,Kat snapped and yelled at her mom.,She eventually apologized and everything was ok.
942f4501-2e4a-4b81-a013-b4393fb1f67c,He loves her,James was a dating a girl he really liked.,They were going through a rough patch.,James thought they would break up.,She stopped talking to him for a few days.,He realized he loved her very much.
8aee4e36-5eec-4d31-8ad6-e5f5e55380a2,Marriages,Leah was married at 16.,She loved him but they grew apart.,She met a wonderful man 2 years later.,They fell in love.,Leah married him and was happy.
9e2e4018-a611-493e-af71-8336edcd2e00,My friend Chris,Chris had been stuck at home for ten years because of leg problems.,One  day he found a chat program on the internet.,He met a woman named Janet.,They became friends and she flew to Australia to meet him.,They are now married.
a1babd95-49b2-47a8-8817-418de144a2ca,Marriage,Matthew got married in West Virginia.,But his family was from Kentucky.,They all carpooled to get there.,It was a very long drive.,But they made it there for his happy day!
f5ef6010-d32e-4d22-9497-acfdfef2aaab,Real Friends,Sarah didn't have a lot of friends growing up.,"When she got old, she was suddenly very pretty.",She married a famous actress.,"Suddenly, everyone wanted to be her friend.",But Sarah knew who her true friends were.
234a1484-f5a9-4011-a79e-99d08acb5e00,how i met my girl,I spent a lot of my time fishing by the beach.,"One day, I met beautiful Rea who fished exactly at my spot.",I challenged Rea to a fishing competition to get my spot back.,She defeated me and I had to do whatever she asked.,"Luckily, he asked me to take her on a date and so we dated ever since."
8ee44482-3e69-43f1-811f-95b47ec94c84,valentine,Ricard loves Amy.,"Sadly, Amy never pays attention to him.",Ricard keep sending flower and chocolate every valentine.,"Five years straight, he keep doing it.",Ricard successfully married Amy last year.
84117a0f-d80b-47c7-b98b-a433734ae0ec,Yorkie unplanned,Roni is a cat lover.,But she married a man who hates cats.,They both liked birds so they went to a pet store to find one.,The only pet there was a 6 week old yorkie that she fell in love with.,On an impulse she bought the yorkie and has had her for 3 years now.
4690dd93-04f2-4063-b7f6-e163203d52c1,Dream vacation,Pat and Sherri have been married for 20 years.,They have lived all of their lives in Michigan and have never left.,So they planned a trip to Hawaii and saved money for 3 years.,When they had enough money they went on their trip to Hawaii.,Pat and Sherri really enjoyed Hawaii and said it was a dream vacation.
0c4099fe-97b5-4e5d-95d4-a0bec3291633,Bryan's Newfound Love,Bryan meet a new girl the other night.,He called her the next morning and asked her on a date.,They met that night and had dinner.,The date went so well they are now dating.,Bryan is very happy to be in love with her.
52975a92-5bae-47d9-bf4d-bfb1f7a26124,Found,Kia's dog ran away.,She was heartbroken.,She put up signs all over.,Soon a neighbor returned her dog.,Kia was so grateful!
5c2379f4-7f36-4d49-90c0-eb23a665682e,Blind Date,Tom had been single for a while.,His friends set him up on a date.,He was unsure about it going in.,Tom actually wound up having a great time.,They dated several more times.
f974ab3d-ecc1-435a-8f0c-0a2c623b1203,The Rainbow Baby,After trying a long time a married woman finally conceived a baby.,Unfortunately after a very short time she lost the child.,Her husband assured her that they could try again.,Two months later the couple conceived again.,This time the baby made it full term and was very healthy.
02399b9e-467e-4ac3-8b9d-c14f9fe43ed7,Baby Changes,Georgina was newly pregnant.,She was going in for her first ultrasound.,The results revealed that Georgina was actually pregnant for awhile.,This new dating changed everything about her pregnancy.,Georgina was just happy to be even closer to meeting her baby.
448c8d48-87fb-4f6b-9791-743e7fb5a48e,That's Not How This Works,My husband has decided he wants to be a stay at home dad.,We don't have any kids.,All we have is two cats.,He plays with them all day and calls them Laurel and Hardy.,I can't believe I married this man.
ca8f8a27-d104-4252-9992-c327dd610eaf,Wedding shoot,Allie was getting married.,Her sister Stacy wanted to take pictures.,But then it started to rain.,So they had to get under the roof.,The pictures still came out good.
b2bed55e-13a1-4ba4-89b1-7e6dc27949ee,Getting the spa treatment,Allie was getting married in a few days.,She was excited.,But she needed a spa day.,So she scheduled a long day.,"As she got treatments, her problems melted away."
5857c0f4-2fff-4589-b46f-9e57cfea40c4,Braving Her Fears,Lena had a phobia about flying and had avoided planes her whole life.,"When her best friend got married in the Bahamas, she had a dilemma.","Desperate to attend the wedding, Lena went to a counselor for help.","With counseling and herbal sedatives, Lena braved the airplane.","She clung to her friend's hand, but she was proud to make the trip!"
b33b827b-8056-489d-bd2e-0a8ef1401433,That's Family,My parents are in the middle of an extremely nasty divorce.,Today I found out my father set up a lawsuit against her.,He's subpoenaed me to testify in his lawsuit.,I've tried to keep out of their spat for six years now.,"If I don't show up and testify in this suit, I could go to jail."
47d1c754-3341-47ed-8ced-a55046a5294a,"Umm, Thanks",Today a cute guy came up to me and asked for my number.,"I was excited to have the attention, so I wrote it down.","As he watched me, he said it doesn't have to be a real number.","Heartbroken, I gave him my real number anyway.",He never called.
6e0bb5f6-558e-4256-b8e0-d8d52e2d0c23,Labor day marriage,Janet and Justin started dating when they were both 25 years old.,On their 1 year anniversary they talked about getting married one day.,They made 1 year together on labor day where they celebrated in Vegas.,On an impulse one night they got drunk and decided to get married.,5 years later and they just celebrated an anniversary on labor day.
bf1b9641-0232-44a5-ace0-5fc88a4b91cb,The DJ,Todd liked to DJ in his spare time.,He DJ'd at a local benefit.,One of the people in the crowd was getting married in a year.,They liked how Todd DJ'd.,The person asked Todd to DJ their wedding.
87a11a54-eaf7-4b4d-84c2-cf104847ea78,Wedding Proposal,Sara had been dating Joe for 2 years.,She was sure he was going to propose to her.,One night he took her to the nicest restaurant.,"While there, he asked her to marry him.",She said yes.
cf9faa76-2f82-4a27-aa04-a482a6d8eab1,Proposal,Evan had been dating Kim for 6 weeks.,He fell in love with her instantly.,She still wasn't sure.,Evan finally decided to propose to Kim.,She said yes and they started planning their wedding.
d68cabc9-9e3a-45d1-9b18-8aa345ea9e90,Wedding,Austin and Ally were planning their wedding.,They were overwhelmed with all that had to go into it.,"After talking it over, they decided to invite a handful of people.",They are planning on a small destination wedding.,All that matters to them is being married.
e2c4d0d6-4023-4a80-8e97-1e3f220118c4,Beautiful Girl,Jenny was the most beautiful girl in the class.,She realized she could date anyone she wanted.,She fell in love with the captain of the football team.,"Though he dated her, he broke up with her.",He deeply regretted leaving her.
14e6a7a2-d119-4992-aaef-1fcc9aec1b1d,Stained Wedding Dress,Brooke was getting married.,She was dressed in her wedding gown.,"As she was getting ready to walk, someone spilled coffee on her.",Brooke was mortified.,She had to walk down the aisle with a huge coffee stain on her dress.
86c5aab5-427b-4c66-bf7b-8d12e7cbb31f,Secret Celebrity,Terry was a famous actor living secretly in a small town.,While sitting at his favorite coffee shop he sneezed his glasses off.,"The waitress noticed and asked for an autograph, but Terry refused.",Instead he offered to take her on a date if she kept quiet.,"Terry and the waitress dated secretly for a year, and are now engaged."
2b9ad778-7854-4157-9a10-9d9bd17673da,The wedding day,Tina was getting married.,She was so very excited.,It was a big day.,But all the sudden it started to rain.,Tina had to move it indoors.
03b3efc3-7918-423e-8e4c-1649f6a2da76,Proposal,Josh and Julie had been dating for 2 years.,He had decided he wanted to propose.,He bought the perfect ring.,He took her to dinner one night.,Then finally popped the question and she said yes.
808a1bb1-a751-4b80-8605-290dec8d8b97,Professional Photographer,Tom was getting married.,A friend offered to take pictures for him.,Tom wanted to save money and agreed.,Most of the pictures came out bad.,Tom regretted not getting a professional.
3071448a-e2ff-4d1a-bcc0-710d2c5dac32,That's A Little Creepy,Today I decided to try online dating for the first time.,I met someone and we hit it off and chatted most of the night.,I told him I was excited to meet him because I can't meet good guys.,He told me he's been in a mental institution before.,He was obsessing over the last girl he broke up with.
9d18189f-a36b-4df0-9c1c-136ccaf48805,Still in love,Shawn and Maya began dating in high school.,He was 1 year older than Maya and she graduated in 92.,They were so in love and wanted to get married as soon as possible.,So when Maya graduated from high school Shawn proposed.,Maya said yes and they married in 2000 and are still in love in 2016.
f99b622c-5ba2-4803-bf9b-5bd2cb6ccbbf,Picking out dresses,Susie was getting married.,She wanted to pick out bridesmaids dresses.,She took her sister to the local shop.,When they got there they found the perfect pink dresses.,Susie was relieved that was out of the way.
6d2439c1-b941-42c2-a1f1-5828697a8ad6,Date Scene,Will was feeling lonely.,Will signed up for an online dating service.,"Will made a profile, including pictures.",Will began getting emails from single women in his area.,Now Will is on a date every Friday night!
bd416b85-94b3-4976-9908-3cd8d0239e96,No way is that happening,It had only been a few weeks at her job when Ann found love.,A cute manager had came up to her and asked her out.,They had been on numerous dates so far.,Ann was falling head over heels for him entirely.,But then she found out he was married and she had to dump him.
8e18af65-72a4-4eb3-acf9-7faaff27e9cf,Wedding Rules,Dave and Ali were getting married in a church.,The wedding director said that no drinking was allowed in the church.,"Dave's best man, Keith, showed up with alcohol on his breath.",Ali gave Keith some breath mints and kept him away from the director.,Dave and Ali's wedding went off without a hitch.
732f99b4-1344-4aff-8cac-79a5f2b7ef9a,Buying Love,Tom was divorced.,He had a son that he wanted to keep.,They were fighting for rights.,Tom thought he could buy his son's love with gifts.,It worked out pretty well.
0e255b06-99f8-4baf-90cc-db34fa411296,The Engagement,Sue and Steve had been dating for 3 years.,Sue was sure they were going to get engaged.,One day Steve took Sue for a walk.,"During the walk, he dropped down on one knee.",He asked her to marry him and she said yes.
5aa9a4a0-4427-4fc4-bcba-70c0a91271e6,The Priest,Mallory was an ordained priest and she could marry anyone.,She started doing local weddings for her gay friends and co-workers.,She started to believe she was a real priest and began wearing robes.,She kept doing weddings and acting like a priest on her off time.,The Church thought she was doing so well she was invited.
a9c926ce-02e9-4277-b178-e601a182a82e,Proposal,Jim and Donna had been dating for 3 years.,Jim was ready to propose to Donna.,He planned the perfect night.,He took her to dinner and then for a walk on the beach.,Then Jim proposed and she said yes.
2f4984ff-e71f-4c30-8c70-6d52d03c49b7,Wedding Dress,Kayla was getting married in a few months.,She had waited until the last minute to shop for a dress.,"She had been searching everywhere, but couldn't find one.",She finally went shopping at a small store.,"When she walked in, she found the dress of her dreams."
a262f68b-5c08-451b-a9fd-f66ace563f80,The Hair Dresser,Judy's grand-daughter was getting married.,She scheduled a hair appointment.,Judy hated how her hair came out.,She thought she looked awful in all the pictures.,Judy never returned to the hairdresser.
3dbdd9bb-3b42-44e3-a34b-94dda01eb498,Going into the military,Susie had a lot of goals for her children.,She wanted them all to go to a good college to lead to a career.,But her daughter Amy had a different plan.,Amy had wanted to go into the military and Susie wasn't ready for that.,When Susie found out she was heartbroken and tried convincing her not.
1c8dce9e-1a50-4296-8409-ba258f1b3dde,Marriage Proposal,I bought an engagement ring.,After dinner I gave it to my wife.,She agreed to marry me.,We hugged and kissed.,I felt proud.
d3683bdd-bb79-46c1-ac42-eed7f3c26bb5,Remembering Sunday,Alex has been in love with a girl for years.,He broke her heart not that long ago.,"After realizing what he lost, he tried to find her.","He asked around, but he found out she moved away.",Alex became heartbroken for messing it up.
73ffe926-9da6-43a4-832d-92cbd0ff1f16,Proposal,Sue and Jim had been dating for 1 year.,Jim was ready to propose to Sue.,He found the perfect ring.,"While at dinner, he decided he would pop the question.",Sue said yes.
a2874038-13b5-4e19-90d5-30d508228930,Pregnancy Scare,Jane was married.,Her husband had a vasectomy.,She missed her period a couple of times.,Jane became scared she was pregnant.,Luckily that wasn't the case.
fde61737-5dc0-457e-b8d4-1900fb86ae70,Always with the friends,"When Fred and Kelly started dating, they were never alone.",Kelly always had to spend time with his friends.,She liked his friends but she wanted to take long walks with Fred.,Finally she brought this up to him even though she was nervous.,He agreed that they should spend more time together as a couple.
b352b2cb-53fd-4948-86a9-202af0fb0308,Best Man,Will was excited to be his buddy's best man.,Will toasted the couple at the rehearsal dinner.,Will took care of his buddy's needs.,"Finally, Will presented the ring during the ceremony.",Will received a very nice thank you gift from his newly married pal.
725178e8-5e08-4138-9c02-927429ed2e6a,New Server,Jan was a new server at a restaurant where Lars worked.,Jan was inexperienced and afraid that she would mess up.,Lars noticed this and offered to help her learn the ropes.,With his help she was able to become a more skilled server.,"This also brought them closer to each other, and they started dating."
3b2a3675-e69f-4335-9fbb-059e848fc8fe,A Walk in the Park,Karl and Karen were dating.,They went for a Sunday afternoon in the park.,It was a beautiful fall day.,Karl dropped to one knee under and ancient oak and proposed marriage.,Karen accepted and they celebrated.
ddaa7ae1-5c3c-4d04-8e10-f19912565286,All About a Boy,Rachael and Kristy were best friends.,Rachael was dating a boy named Mark.,Mark broke up with Rachel for no reason.,The next week Mark and Kristy started dating.,Rachael and Kristy are no longer best friends.
f51c9cd6-0aa9-41cd-8a78-1ee641d69d2c,The Engagement,Megan and Blake were highschool sweethearts.,They dated off and on for 12 years.,Everyone always knew they would get married.,Blake waited until their 15th year anniversary to pop the question.,Megan said yes she would marry him.
f4c6b5fe-ecc8-4ac4-9374-63fb2b7c8de2,Perfect dress,Suzy was getting married.,She needed the perfect dress.,So she went to the shop.,She liked the first one she saw.,She tried it on and it was perfection.
90a8ab8f-1566-4308-9571-9318fb5c6a51,Sad loss of a husband,Kelly's husband was very sick.,She was afraid of losing him.,Kelly took him to the hospital.,The next day he passed away.,Kelly was heartbroken.
93e5a777-6707-4b00-be14-04039d6085a9,Breakdown,Alexa was married and a mother of 3 children.,Her oldest was diagnosed with autism and he gave her a hard time.,Alexa handled his behavior alone because her husband didn't help her.,After 6 years of doing it all alone she became extremely overwhelmed.,"Unfortunately,she had a breakdown and ended up in a psyche ward."
8e180680-2056-48b5-a514-748852b40555,Long distance relationships,Sam and Jane had been married for a year now.,They both stayed in different places due to work.,They soon grew apart from each other both emotionally and physically.,"One day, Sam met another woman in his city and fell in love.",Sam and Jane realized that the distance had killed their relationship.
ca8bc262-b460-4710-b22a-0a58dd107437,Dancing Together Forever,Mimi and Bill met in high school.,They both loved dancing and would often go out together.,After a short time they fell in love and got married.,On their wedding day they danced for hours.,Even after 50 years they still dance every week.
7861e1f2-142d-4031-ac72-4fd3ad06654e,Marriage Plans,I talked to my niece on Saturday.,She has been living with a man for 7 years.,I asked her if she was going to marry him.,She said she wanted to.`.,Her mother came by and glared at her.
e1a9d2f1-768d-4490-86e5-20180aee8b85,Love,I met JC on a forum for mturk.,We fell for each other fast.,I kicked out my husband and he filed for divorce.,I went to get JC to come live with me.,I was finally going to find my happiness.
239fc89c-1f73-4ab9-934b-ae4524af1202,Love Birds,Tony and Tisa had been dating for seven years.,They went on a date to the movies.,During the movie Tony asked Tisa to marry him.,She said yes.,The whole movie theater cheered.
d14fc434-01da-4b39-9e7b-3733c510ac29,Scary Movies,Tim was dating a girl who was easily scared.,He decided to have a horror movie night.,She reluctantly agreed.,Tim's girlfriend was scared and stayed close to him.,Tim's plan worked perfectly.
e8053f56-5c00-49b0-9abc-140ae6beaafb,Different Music,Tom liked really weird music.,He was dating a girl with different tastes.,Every time they hung out they argued over what to listen to.,Tom was more open to it over all.,Eventually his girlfriend controlled the playlists more.
b1945f1e-0601-4914-b88b-0527acc57bfa,Ruined Wedding,Tim was going to get married.,He was nervous about it.,When in front of everyone he threw up.,It was really messy.,The wedding had to be postponed.
0ea838ac-4d25-448c-962b-c2e350f005dd,Poetry,Claire never found joy in anything after her parents divorce.,She kept herself busy to forget about the pain of the divorce.,Nothing really made her happy until one day she found a book.,The book contained poetry from various artist.,The poetry soothed Claire so she decided to write her own poetry.
93222839-0dc7-459f-b3b5-d183a4baa43b,Delusional,My FB friend Tasha had an affair with a married man for 10 years.,He broke it off this year.,Tasha was devastated.,Today she posted photos on FB as if they were still together.,I feel bad for Tasha.
bf1b33df-0f94-4a14-a528-1ad6ef132096,Tulips,Jean's family had some Dutch heritage.,So when she got married she thought of a cute favor.,She decided to get tulip bulbs for everyone.,She thought this was a cute way for people to remember them.,And tulips are the national flower of Holland.
9e52696a-08f6-4637-b372-eadf2f50741f,Deadbeat Ex,Kate divorced her husband a while back.,He was supposed to help support his children.,He kept missing his child support payments.,Kate had to take him to court.,Eventually she got the money.
78780571-b8ee-4f13-bf8c-74c2fb2af06e,Happily Divorced,"Rita and Justin were married, but they fought all of the time.","They were always angry, fighting about bill's, ideas, and even dinner.","After years of fighting, Rita and Justin moved into different houses.",They both felt happy for the first time since they got married.,Rita and Justin got divorced and they never argued again.
ce2e02a5-723c-4ae2-9eb1-d1a476428940,Wedding Music,Matt and Jenna were about to get married.,They needed the perfect song for their wedding dance.,Unfortunately nothing fancy enough fit their vibe.,Jenna settled for a song she didn't care for much.,"To her surprise, during the dance Matt showed her a home written song."
045d5741-9d60-4eaf-b5f3-f224f260df2c,Breakup,One of my daughter's friends got married a few days ago.,One of her bridesmaids was depressed.,She had just broken up with her boyfriend.,She left his home and moved back in with her mom.,The other bridesmaids gave her their support.
6f847131-4bf1-4404-a4b8-0eadc7c5ccbe,Nick and Lindsay's wedding,It was the biggest blizzard of the year they day they got married.,Many people couldn't come to the hotel because of the snow.,All the important people came.,It snowed the during the reception.,Many people just got a room at the hotel after the wedding.
8af06163-5132-499e-b1d0-672762e9edcf,Starbucks Fun,Carrie has been secretly dating a married man for some time.,She was afraid to tell her best friend.,One day her best friend saw her leaving Starbucks with her date.,She asked her later on who he was.,She told her and was surprised she was not upset.
3eb035fa-1685-49d9-9f02-f0b19d6cc73d,Stories,Billy and Jessica were happily married.,Their daughter would frequently cry in the middle of the night.,Billy and Jessica began reading their daughter bedtime stories.,The couple's daughter loved the stories.,The daughter soon stopped crying in the middle of the night.
feeeaf3f-22f8-4f93-9b5b-591d929966d3,The Wedding Loan,Cassie was getting married soon but could hardly afford much.,She heard that some companies offered small wedding loans.,Since she had good credit she decided to apply.,Luckily she qualified and for a big loan too.,She ended up having her dream wedding.
0c0acd22-42c8-4871-8ac8-b10d2d1dbfd6,Shallow Christie,Christie and Nate dated in college.,He told her that he planned on becoming a doctor.,He asked Christie to marry him.,"Christie accepted the proposal, even though Nate was ugly.",Christie only cared about Nate's money.
731d1a9a-0e9d-4779-a1bf-2aca65e7345e,West Virginia,Mindy looked at her cousin.,"She had a crush on him, even though they were cousins.",She told him they should move to West Virginia.,He asked her why.,She said because they could legally marry there.
fa07d43e-8ae3-44ef-b56e-3f0776559153,Jazz Story II,Jessica dated Martin because he was a musician.,She admired when he played the guitar.,Once she went to his concert.,She found out he plays jazz.,She broke up with him.
33d4d4f8-17b0-4fa1-ba52-11be584ee9cc,Heartbroken,Tracy and Hayden were dating for 18 months.,They had a really good relationship and she loved him a lot.,But one day out of the blue Hayden broke up with Tracy.,She was very heartbroken and didn't understand why.,Tracy was so heartbroken she hasn't dated in 3 years.
3cede230-94f7-4808-8654-11f23f66aad4,Dissembling Innocence,Tamekia's whole life was a lie.,"She presented herself as a honest, wholesome and loving girlfriend.","Therefore, Charles married her and got her pregnant.",But Tameka soon got a divorce and sued for alimony.,"When their son turned 10 Charles had a blood test, the kid wasn't his."
6a0e885d-54b1-493f-b964-d83381ebc02e,Wedding,Joann and her wife had their wedding scheduled for October 10th.,"A few days before the wedding, Joann got cold feet.",She wanted to call the wedding off.,Her best friend Tyler convinced her to go through with it.,They ended up getting married on that day.
ee9c94dc-d03e-4187-b414-99dd8f45795e,Sometimes a New Beginning Means Going Home,"Rita and Steve got divorced, but they remain friends.",Rita believes the divorce was the best thing that could have happened.,She moved home to the family farm to help out for a few months.,Everything worked out so well that Rita is planning to stay on there.,This is the happiest Rita has felt in many years.
e0d53555-cffe-4af3-8b11-f10e8db3c5c5,Working in Fast Food,Amy worked in a fast food restaurant.,Every day she took orders through the drive through.,"Most people were nice, but some of them were a little too nice.",One man asked Amy to marry him.,"Instead, she asked him if he'd like fries with his proposal."
17c25ccf-e5e3-4764-9ca3-34c18bd0a1d9,Adam,Adam laughed loudly at the movie.,He was having a good time.,His new girlfriend was being really nice that night.,He told her he wanted to marry her.,She frowned at him suddenly and made an excuse to go home.
f2dbe5f1-8b19-44aa-a34c-75f69f22e5f0,Barb Gets Over the Breakup,"When Wally broke up with Barb, she was heartbroken for weeks.","Gradually, however, she's discovered some serenity in solitude.",Barb has begun pursuing hobbies and activities she had given up.,"On Friday night, she doesn't feel bad about not having a date.","Instead, she enjoys a glass of red wine, relaxes and watches DVDs."
bbf9851d-f5af-4e13-8f3f-638e13709399,The New Wife,Jenny is getting married today!,After getting ready for hours Jenny started to feel nervous.,Jenny began questioning herself if this is what she really wanted.,Once Jenny got in the car to go to the church she calmed down.,Jenny happily agreed to marry her new husband at the altar.
6ee1b669-448c-4599-b28b-60ef9d848f08,Wedding Fight,One of my daughter's friends got married last weekend.,One of her bridesmaids got into a fight that night.,She hit her husband and he beat her up.,She called the police and he was arrested.,The fight overshadowed the wedding.
